pomid,artist,scientific name,common name,geographic origin,physical description,specimen,year,notes on original,date created,variety,nal note
POM00005123,"Krieger, L.C.C. (Louis Charles Christopher), 1873-1940",Prunus domestica,plums,"Geneva, Ontario County, New York, United States",1 art original : col. ; 17 x 25 cm. ,113391,1936,,1936,Stanley,
POM00004879,"Shull, James Marion, 1872-1948",Prunus domestica,plums,"Sumner, Lawrence County, Illinois, United States",1 art original : col. ; 16 x 24 cm. ,1576,1931,"Summer, {All}? By Pierce",1931,Starks Gold,
POM00005124,"Passmore, Deborah Griscom, 1840-1911",Prunus domestica,plums,"Mapleton, Monona County, Iowa, United States",1 art original : col. ; 17 x 25 cm. ,16111,1898,,1898-08-18,Steinman No. 2,
POM00005125,"Passmore, Deborah Griscom, 1840-1911",Prunus domestica,plums,"Colfax, Whitman County, Washington, United States",1 art original : col. ; 17 x 25 cm. ,12800,1896,,1896,Steptoe,
POM00005126,"Passmore, Deborah Griscom, 1840-1911",Prunus domestica,plums,"Colfax, Whitman County, Washington, United States",1 art original : col. ; 17 x 25 cm. ,7827,1894,,1894,Steptoe,
POM00005127,"Passmore, Deborah Griscom, 1840-1911",Prunus domestica,plums,"Waukee, Dallas County, Iowa, United States",1 art original : col. ; 17 x 25 cm. ,17929,1899,,1899,Stoddard,
POM00005128,"Arnold, Mary Daisy, ca. 1873-1955",Prunus domestica,plums,"Piggott, Clay County, Arkansas, United States",1 art original : col. ; 17 x 25 cm. ,93236,1917,,1917-07-12,Straug,
POM00005129,"Passmore, Deborah Griscom, 1840-1911",Prunus domestica,plums,"Palatka, Putnam County, Florida, United States",1 art original : col. ; 16 x 24 cm. ,19496,1900,,1900,Stumpe,
POM00005130,"Passmore, Deborah Griscom, 1840-1911",Prunus domestica,plums,"Mount Tabor, Portland, Multnomah County, Oregon, United States",1 art original : col. ; 17 x 25 cm. ,22318,1907,,1907,Sugar,
POM00005131,"Passmore, Deborah Griscom, 1840-1911",Prunus domestica,plums,"Santa Rosa, Sonoma County, California, United States",1 art original : col. ; 17 x 25 cm. ,19655,1900,,1900,Sugar Prune,
POM00005132,"Passmore, Deborah Griscom, 1840-1911",Prunus domestica,plums,"Santa Rosa, Sonoma County, California, United States",1 art original : col. ; 17 x 25 cm. ,19656,1900,Occ'ident. Jap x?; Vol. M. p6,1900,Sultan,
POM00005133,"Heiges, Bertha",Prunus domestica,plums,"Grand Rapids, Wood County, Ohio, United States",1 art original : col. ; 17 x 25 cm. ,14346,1897,,1897,Sunrise,
POM00005134,"Heiges, Bertha",Prunus domestica,plums,"Madison, Dane County, Wisconsin, United States",1 art original : col. ; 17 x 25 cm. ,22361,1901,,1901-09-14,Surprise,
POM00005135,"Newton, Amanda Almira, ca. 1860-1943",Prunus domestica,plums,"Vacaville, Solano County, California, United States",1 art original : col. ; 16 x 25 cm. ,82313,1915,,1915-07-30,Swan,
POM00004994,"Passmore, Deborah Griscom, 1840-1911",Prunus domestica,plums,"Belle Plaine, Benton County, Iowa, United States",1 art original : col. ; 17 x 26 cm. ,14342,1897,,1897,Tatge,
POM00004995,"Passmore, Deborah Griscom, 1840-1911",Prunus domestica,plums,"Atlantic, Cass County, Iowa, United States",1 art original : col. ; 17 x 25 cm. ,14367,1897,,1897,Tatge,
POM00004999,"Newton, Amanda Almira, ca. 1860-1943",Prunus domestica,plums,"Denton, Caroline County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,47241,1910,,1910-07-30,Teeter,
POM00005835,"Lower, Elsie E., b. 1882",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,48040,1910,4909,1910-09-10,Wonderful,Changed Alex[andria]to Arlington
POM00005836,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,51223,1911,4880,1911-08-18,Woolsey Cling,Changed Alex[andria]to Arlington
POM00005837,"Lower, Elsie E., b. 1882",Prunus persica,peaches,"Cuddy, Allegheny County, Pennsylvania, United States",1 art original : col. ; 17 x 25 cm. ,39142,1907,F.Y.L.,1907-10-15,Wooster,
POM00005838,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"McDonald, Washington County, Pennsylvania, United States",1 art original : col. ; 17 x 25 cm. ,48445,1910,,1910-09-21,Wooster,
POM00005839,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,64028,1913,,1913-08-29,Worcester,
POM00005840,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Felton, Kent County, Delaware, United States",1 art original : col. ; 17 x 25 cm. ,14217,1897,,1897,World Beater,
POM00005841,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Woodside, Kent County, Delaware, United States",1 art original : col. ; 17 x 25 cm. ,34450,1905,,1905,World Beater,
POM00005921,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"South Haven, Van Buren County, Michigan, United States",1 art original : col. ; 16 x 25 cm. ,29463,1903,,1903,Worthen,
POM00005922,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 16 x 25 cm. ,64100,1913,4897,1913-08-28,Worthen,
POM00005894,"Steadman, Royal Charles, b. 1875",Prunus persica,peaches,,1 art original : col. ; 17 x 25 cm. ,110172,1928,,1928-07-24,Yakimima,
POM00005924,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Keithville, Louisiana, United States",1 art original : col. ; 17 x 25 cm. ,41267,1908,,1908-07-27,Yazoo Cling,
POM00005926,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Manatee, Manatee County, Florida, United States",1 art original : col. ; 17 x 25 cm. ,46979,1910,,1910-06-28,Yellow,
POM00005927,"Steadman, Royal Charles, b. 1875",Prunus persica,peaches,"Fort Valley, Peach County, Georgia, United States",1 art original : col. ; 17 x 25 cm. ,107576,1926,,1926-07-15,Yellow Hiley,Changed Houston County to Peach
POM00005928,"Steadman, Royal Charles, b. 1875",Prunus persica,peaches,"Fort Valley, Peach County, Georgia, United States",1 art original : col. ; 17 x 25 cm. ,106397,1925,,1925-06-29,Yellow Hiley,Changed Houston County to Peach
POM00005910,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,47321,1910,4910,1910-08-02,Yellow Rare Ripe,Changed Alex[andria]to Arlington
POM00005925,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 16 x 25 cm. ,89274,1916,,1916,Yellow Rare Ripe,
POM00005911,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Beltsville, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 24 cm. ,1739,1937,Collected 08/04; 113475,1937,Yellow St. John,
POM00005912,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Beltsville, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,113320,1936,Negative Number  20,1936-08-14,Yellow St. John,
POM00005913,"Schutt, Ellen Isham, 1873-1955",Prunus persica,peaches,"Swan, Smith County, Texas, United States",1 art original : col. ; 17 x 25 cm. ,46976,1910,,1910-06-21,Yellow Swan,
POM00005936,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Hampton, Bradford County, Florida, United States",1 art original : col. ; 17 x 25 cm. ,28740,1903,,1903,Yum Yum,
POM00006108,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Alto, Banks County, Georgia, United States",1 art original : col. ; 17 x 24 cm. ,1261,1921,Supposedly due to Sulca V.B.,1921,,
POM00006109,"Shull, James Marion, 1872-1948",Prunus persica,peaches,,1 art original : col. ; 17 x 24 cm. ,1170,1919,,1919,,
POM00006115,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Michigan, United States",1 art original : col. ; 19 x 24 cm. ,226,1909,,1909,,
POM00006116,,Prunus persica,peaches,"Maryland, United States",1 art original : col. ; 19 x 24 cm. ,[00154],1902,Specimen received during Spring,1902,,Assigned specimen number
POM00006117,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Woodwardville, Anne Arundel County, Maryland, United States",1 art original : col. ; 17 x 24 cm. ,628,1912,Slightly under natural size,1912,,
POM00006120,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Cedar City, Iron County, Utah, United States",1 art original : col. ; 17 x 24 cm. ,1598,1933,"Soil nutrional disease, probably excess of some toxic material",1933,,
POM00006121,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Fayetteville, Washington County, Arkansas, United States",1 art original : col. ; 18 x 24 cm. ,1613,1934,Seedling,1934,,
POM00006122,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Springville, Utah County, Utah, United States",1 art original : col. ; 18 x 24 cm. ,1587,1932,Letter of 08/22/1932,1932,,
POM00006124,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Smithsburg, Washington County, Maryland, United States",1 art original : col. ; 17 x 24 cm. ,620,1912,"Sprayed three times with arsenite of zinc, later stage on old wood.",1912,,
POM00006125,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Washington, D.C., United States",1 art original : col. ; 18 x 24 cm. ,622,1912,Caused by root drowning or sour soil.,1912,,
POM00006157,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 24 cm. ,601,1912,Sprayed with commercial lime-sulfur solution.,1912,,
POM00006159,,Prunus persica,peaches,,1 art original : col. ; 18 x 24 cm. ,[00155],1907,"Pot leaves from pot experiment. Showing NaCl poisoning. 8 grams in pot, in soil.",1907,,Assigned specimen number
POM00006161,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Beltsville, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 24 cm. ,1649,1935,Collected in New York,1935,,
POM00006164,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Mitchell, Lawrence County, Indiana, United States",1 art original : col. ; 17 x 24 cm. ,1638,1935,About 75% of fruit in 40 acres orchard ruined by this disease (Letter from Pierce),1935,,
POM00006165,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Stillwater, Payne County, Oklahoma, United States",1 art original : col. ; 17 x 24 cm. ,294,1910,,1910,,
POM00006166,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Dover, Kent County, Delaware, United States",1 art original : col. ; 18 x 24 cm. ,364,1910,,1910,,
POM00006170,,Prunus persica,peaches,,1 art original : col. ; 18 x 24 cm. ,479a,,,,,
POM00006171,"Shull, James Marion, 1872-1948",Prunus persica,peaches,,1 art original : col. ; 17 x 24 cm. ,720,,,,,
POM00005238,"Lower, Elsie E., b. 1882",Prunus persica,peaches,"Fort Valley, Peach County, Georgia, United States",1 art original : col. ; 17 x 25 cm. ,47198,1910,Elberta x Lady Ingold,1910-07-23,,Changed Houston County to Peach
POM00005239,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Fort Valley, Peach County, Georgia, United States",1 art original : col. ; 17 x 25 cm. ,47410,1910,Elberta x Salway,1910-08-06,,Changed Houston County to Peach
POM00004307,"Steadman, Royal Charles, b. 1875",Fragaria,strawberries,"College Park, Prince Georges County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,88576,1916,,1916-06-10,Kansas Queen,
POM00004308,"Newton, Amanda Almira, ca. 1860-1943",Fragaria,strawberries,"College Park, Prince Georges County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,81706,1915,,1915-06-02,Kellogg Prize,
POM00004309,,Fragaria,strawberries,"South Haven, Van Buren County, Michigan, United States",1 art original : col. ; 12 x 15 cm. ,x14068,1891,T.T. [Cyn?],1891,Kentucky,
POM00004310,"Schutt, Ellen Isham, 1873-1955",Fragaria,strawberries,"Athenia, Clifton, Passaic County, New Jersey, United States",1 art original : col. ; 17 x 25 cm. ,40958,1908,Copy 12/13/1909,1908-06-06,Kevitts Wonder,
POM00004500,"Schutt, Ellen Isham, 1873-1955",Fragaria,strawberries,"Athenia, Clifton, Passaic County, New Jersey, United States",1 art original : col. ; 17 x 25 cm. ,40958a,1908,Copy 12/13/1909,1908-06-06,Kevitts Wonder,
POM00004311,"Muller, Frank",Fragaria,strawberries,"Mountainville, Orange County, New York, United States",1 art original : col. ; 15 x 18 cm. ,x14013,1891,Mount Vernon,1891,Kirkwood,
POM00004312,"Arnold, Mary Daisy, ca. 1873-1955",Fragaria,strawberries,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,81634,1915,,1915-05-24,Klondike,
POM00004313,"Newton, Amanda Almira, ca. 1860-1943",Fragaria,strawberries,"College Park, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,81764,1915,Maryland Agrl. Experiment Station,1915-06-10,La Follette,
POM00004314,"Muller, Frank",Fragaria,strawberries,"College Park, Prince Georges County, Maryland, United States",1 art original : col. ; 16 x 15 cm. ,x14029,1891,Division of Illustration and Prof. T.L. [Bunk?],1891,Lady Rusk,
POM00004315,"Heiges, Bertha",Fragaria,strawberries,"College Park, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,19499,1900,,1900-06-02,Lady Thompson,
POM00004316,"Arnold, Mary Daisy, ca. 1873-1955",Fragaria,strawberries,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,81633 1/2,1915,,1915-05-22,Lea,
POM00004317,"Passmore, Deborah Griscom, 1840-1911",Fragaria,strawberries,"Allentown, Lehigh County, Pennsylvania, United States",1 art original : col. ; 17 x 25 cm. ,6698,1894,W.B.K. Johnson,1894,Lehigh,
POM00004318,"Muller, Frank",Fragaria,strawberries,"Ingham County, Michigan, United States",1 art original : col. ; 15 x 18 cm. ,x15021,1889,"L.R. Taft, Agricultural College and Division 4 of Illustrations",1889,Lida,
POM00004319,"Schutt, Ellen Isham, 1873-1955",Fragaria,strawberries,"Washington, D.C., United States",1 art original : col. ; 17 x 25 cm. ,36121,1906,"Westly Heights, D.C., but is actually Wesley Heights, Washington DC",1906-06-09,Longworth,"Location note:  Wesley Heights (neighborhood), Washington, D.C."
POM00004320,"Newton, Amanda Almira, ca. 1860-1943",Fragaria,strawberries,"College Park, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,56603,1912,,1912-06-18,Longworth,
POM00004321,"Passmore, Deborah Griscom, 1840-1911",Fragaria,strawberries,"Washington, D.C., United States",1 art original : col. ; 17 x 25 cm. ,36122,1906,,1906-06-08,Louis Gauthier,"Location note:  Wesley Heights (neighborhood), Washington, D.C."
POM00004322,"Heiges, Bertha",Fragaria,strawberries,"Fruitland, Gibson County, Tennessee, United States",1 art original : col. ; 17 x 26 cm. ,19456,1900,,1900-05-16,Louise,
POM00004323,"Steadman, Royal Charles, b. 1875",Fragaria,strawberries,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,88838,1916,,1916-06-23,Lovett,
POM00004324,"Passmore, Deborah Griscom, 1840-1911",Fragaria,strawberries,"College Park, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,19512,,Horticultural Experiment Station,,Lovett,
POM00004325,"Schutt, Ellen Isham, 1873-1955",Fragaria,strawberries,"Cuyahoga Falls, Summit County, Ohio, United States",1 art original : col. ; 17 x 25 cm. ,50793,1911,Painted from decayed specimen,1911-06-12,M. Crawford,
POM00006632,"Passmore, Deborah Griscom, 1840-1911",Vitis,grapes,"Washington, D.C., United States",1 art original : col. ; 17 x 25 cm. ,26361,1902,"Mrs. Henry E. Fitch, 317 V Street, N.E.; Double Grape",1902,Concord,
POM00006040,"Schutt, Ellen Isham, 1873-1955",Vitis,grapes,"Oakville, Napa County, California, United States",1 art original : col. ; 17 x 25 cm. ,53217,1911,Oakville Exp. Vineyard,1911-12-30,Coristano,
POM00006041,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,"Napa, Napa County, California, United States",1 art original : col. ; 19 x 27 cm. ,45109,1909,Geo.C. Husmann,1909-10-23,Cornichon,
POM00006042,"Steadman, Royal Charles, b. 1875",Vitis,grapes,,1 art original : col. ; 21 x 27 cm. ,[00177],,,,Creveling,Assigned specimen number
POM00006043,"Steadman, Royal Charles, b. 1875",Vitis,grapes,,1 art original : col. ; 22 x 27 cm. ,[00178],,,,Dakota,Assigned specimen number
POM00006045,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,"York, York County, Pennsylvania, United States",1 art original : col. ; 17 x 28 cm. ,97761,1919,,1919-11-03,Dattier de Beyrouth,Alternative variety name(s): Dattier de Beirut
POM00006187,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,"York, York County, Pennsylvania, United States",1 art original : col. ; 17 x 28 cm. ,97761a,1919,,1919-11-05,Dattier de Beyrouth,Alternative variety name(s): Dattier de Beirut
POM00006351,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,"Davis, Yolo County, California, United States",1 art original : col. ; 20 x 27 cm. ,[00239],1919,,1919,Deis El Aunze,Assigned specimen number
POM00006044,,Vitis,grapes,,1 art original : col. ; 22 x 27 cm. ,[00179],,Negative Number 5929-A,,Delaware,Assigned specimen number
POM00006046,"Passmore, Deborah Griscom, 1840-1911",Vitis,grapes,"Altus, Franklin County, Arkansas, United States",1 art original : col. ; 17 x 25 cm. ,44050,1909,Joseph Bachman,1909-08-17,Delaware x Gov. Ross,
POM00006189,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,,1 art original : col. ; 19 x 28 cm. ,51920,1920,,1920,Diamond,
POM00006190,"Schutt, Ellen Isham, 1873-1955",Vitis,grapes,"Vineland, Cumberland County, New Jersey, United States",1 art original : col. ; 16 x 25 cm. ,58255,1912,,1912-09-12,Diamond,
POM00006191,,Vitis,grapes,,1 art original : col. ; 22 x 27 cm. ,[00180],,Negative Number 5876-A,,Dracut Amber,Assigned specimen number
POM00006192,"Passmore, Deborah Griscom, 1840-1911",Vitis,grapes,"Washington, D.C., United States",1 art original : col. ; 17 x 25 cm. ,20090,1900,,1900,Dracut Amber,"Location note: Eckington (neighborhood), Washington, D.C."
POM00006193,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,"Fort Myers, Lee County, Florida, United States",1 art original : col. ; 17 x 25 cm. ,36195,1906,Amos. A. Kaune,1906-07-11,Duchess Seedling,
POM00006194,"Steadman, Royal Charles, b. 1875",Vitis,grapes,,1 art original : col. ; 22 x 27 cm. ,6156-a,,,,Dunkirk,
POM00006195,"Steadman, Royal Charles, b. 1875",Vitis,grapes,,1 art original : col. ; 22 x 27 cm. ,[00181],,,,Dutchess,Assigned specimen number
POM00006206,"Arnold, Mary Daisy, ca. 1873-1955",Vitis,grapes,"Vineland, Cumberland County, New Jersey, United States",1 art original : col. ; 17 x 26 cm. ,57799,1912,,1912-08-26,Early Daisy,
POM00006196,"Krieger, L.C.C. (Louis Charles Christopher), 1873-1940",Vitis,grapes,,1 art original : col. ; 22 x 27 cm. ,[00182],,,,Early Victor,Assigned specimen number
POM00006207,"Newton, Amanda Almira, ca. 1860-1943",Vitis,grapes,"Vineland, Cumberland County, New Jersey, United States",1 art original : col. ; 17 x 25 cm. ,57800,1912,Vineland Exp. Vineyard,1912-08-26,Early Victor,
POM00005941,"Schutt, Ellen Isham, 1873-1955",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,41931,1908,S.P.I. 4071; L.C.C.,1908-09-11,Shipleys Late,
POM00005942,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Beltsville, Prince Georges County, Maryland, United States",1 art original : col. ; 19 x 24 cm. ,1829,1939,,1939,Shipper,
POM00005943,"Steadman, Royal Charles, b. 1875",Prunus persica,peaches,"Paw Paw, Morgan County, West Virginia, United States",1 art original : col. ; 17 x 25 cm. ,112430,1932,,1932-09-13,Shippers Late Red,
POM00005944,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Martinsville, Morgan County, Indiana, United States",1 art original : col. ; 16 x 25 cm. ,73604,1914,,1914-09-09,Shippers Late Red,
POM00005945,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Beltsville, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,113359,1936,,1936-10,Shippers Late Red,
POM00005946,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 16 x 25 cm. ,64095,1913,,1913-08-28,Shumaker,
POM00005947,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"York, York County, Pennsylvania, United States",1 art original : col. ; 17 x 25 cm. ,10483,1895,,1895,Silver Medal,
POM00005948,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,48039,1910,,1910-09-15,Silver Medal,Changed Alex[andria]to Arlington
POM00005949,"Steadman, Royal Charles, b. 1875",Prunus persica,peaches,"Augusta, Richmond County, Georgia, United States",1 art original : col. ; 17 x 25 cm. ,89062,1916,,1916-07-19,Skinner,
POM00005953,"Steadman, Royal Charles, b. 1875",Prunus persica,peaches,,1 art original : col. ; 17 x 25 cm. ,110174,1928,,1928-07-26,Slappey,
POM00005954,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Beltsville, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,113474,1937,,1937,Slappey,
POM00005950,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,63768,1913,,1913-08-09,Slappy,
POM00005951,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,47319,1910,,1910-08-01,Slappy,Changed Alex[andria]to Arlington
POM00005952,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Van Buren, Crawford County, Arkansas, United States",1 art original : col. ; 17 x 25 cm. ,36257,1906,,1906-07-25,Slappy,
POM00005526,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Hancock, Washington County, Maryland, United States",1 art original : col. ; 16 x 25 cm. ,90018,1916,,1916-09-22,Smock,
POM00005527,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Hancock, Washington County, Maryland, United States",1 art original : col. ; 16 x 25 cm. ,90018a,1916,,1916,Smock,
POM00005994,"Shull, James Marion, 1872-1948",Prunus persica,peaches,"Port Clinton, Ottawa County, Ohio, United States",1 art original : col. ; 19 x 24 cm. ,892,1915,"Chlorosis on probably Smock variety. Collected at Port Clinton, Ohio, Aug. 6, 1915 by M.B.W.  This peach tree was very much yellowed throughout, the leaves being almost a lemon yellow color, with green midrib and greenish veins and veinlets.  It resembles peach yellows to some extent, but was found too brightly colored.  The leaves were somewhat narrowed, but many of them full width.  The tree had all the symptoms of chlorosis without apparently symptoms of any other trouble.  The fruit was green, scarcely half grown, but approximately normal and scarce on this tree.  The region carries an abundance of lime and gypsum, there being large gypsum factories at both Port Clinton and Gypsum, near at hand.  The soil is a stiff clay, often with a stiff, pasty, bluish clay subsoil.  Undoubtedly a soil trouble.",1915,Smock,
POM00005955,"Lower, Elsie E., b. 1882",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,47002,1910,,1910-06-24,Sneed,Changed Alex[andria]to Arlington
POM00005956,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Dyersburg, Dyer County, Tennessee, United States",1 art original : col. ; 16 x 21 cm. ,8822,1895,,1895,Sneed,
POM00005957,"Schutt, Ellen Isham, 1873-1955",Prunus persica,peaches,"Midway, Tennessee, United States",1 art original : col. ; 17 x 25 cm. ,56811,1912,SC-W-E,1912-06-22,Sneed,
POM00005514,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Denton, Caroline County, Maryland, United States",1 art original : col. ; 16 x 25 cm. ,9808,1895,,1895,Kerr Dwarf,
POM00005850,,Prunus persica,peaches,,1 art original : col. ; 22 x 27 cm. ,[00148],,,,Kette,Assigned specimen number
POM00005851,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Brooklyn, Clay County, Florida, United States",1 art original : col. ; 17 x 25 cm. ,24800,1906,,1906,Kite Cling,"Unable to verify Brooklyn in Clay County, Florida"
POM00005852,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Palisade, Mesa County, Colorado, United States",1 art original : col. ; 17 x 25 cm. ,39182,1907,,1907-09-28,Klondike,Changed Palisades to Palisade
POM00005853,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,48064,1910,Ripe 09/04/1910; 4003,1910-09-22,Klondyke,
POM00005854,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"North Vernon, Jennings County, Indiana, United States",1 art original : col. ; 17 x 25 cm. ,41994,1908,Kooch No. 64,1908-09-22,Kooch,
POM00005855,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,,1 art original : col. ; 17 x 25 cm. ,48521,1910,,1910-09-28,Krummels,
POM00005856,"Newton, Amanda Almira, ca. 1860-1943",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 16 x 25 cm. ,64434,1913,4002,1913-09-30,Krummels October,
POM00005857,"Lower, Elsie E., b. 1882",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,48222,1910,Additional variety name(s): Crummels October,1910-09-23,Krummels October,
POM00005152,"Lower, Elsie E., b. 1882",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,41409,1908,4043,1908-08-12,Lady Ingold,Alternative variety name(s): Ingold Lady; Changed Alex[andria]to Arlington
POM00005858,"Lower, Elsie E., b. 1882",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,47378,1910,,1910-08-13,Lady Ingold,
POM00005859,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 26 cm. ,48034,1910,4142,1910-09-13,Late Admirable,Changed Alex[andria]to Arlington
POM00005860,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,41961,1908,4142,1908-09-12,Late Admiral,
POM00005862,"Steadman, Royal Charles, b. 1875",Prunus persica,peaches,"Wetumka, Hughes County, Oklahoma, United States",1 art original : col. ; 17 x 25 cm. ,93536,1917,,1917-09-14,Late Elberta,
POM00005863,"Passmore, Deborah Griscom, 1840-1911",Prunus persica,peaches,"Rosslyn, Arlington County, Virginia, United States",1 art original : col. ; 17 x 25 cm. ,47732,1910,4872,1910-08-25,Late Elberta,
POM00005864,"Arnold, Mary Daisy, ca. 1873-1955",Prunus persica,peaches,"Beltsville, Prince Georges County, Maryland, United States",1 art original : col. ; 17 x 25 cm. ,113375,1936,Fruit very far gone at time of painted,1936-10,Late Elberta,
POM00005865,"Heiges, Bertha",Prunus persica,peaches,"Amherst, Hampshire County, Massachusetts, United States",1 art original : col. ; 17 x 25 cm. ,26037,1902,,1902-09-10,Late Erris,
